[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=SynWH7803_0001],[protein_id=CAK22427.1],[gene=dnaN],[protein=DNA polymerase III beta subunit],[evalue=1.10156E-156]
[locus_tag=PMM0992],[protein_id=CAE19451.1],[gene=None],[protein=conserved hypotheticcal protein],[locus_tag=SynWH7803_1083],[protein_id=CAK23509.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=4.75313E-29]
[locus_tag=PMM0994],[protein_id=CAE19453.1],[gene=None],[protein=GCN5-related N-acetyltransferase],[locus_tag=SynWH7803_2498],[protein_id=CAK24924.1],[gene=None],[protein=Possible acetyltransferase],[evalue=3.69932E-34]
[locus_tag=PMM0996],[protein_id=CAE19455.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0829],[protein_id=CAK23255.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=1.40756E-29]
[locus_tag=PMM0998],[protein_id=CAE19457.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0838],[protein_id=CAK23264.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=7.10993E-33]
[locus_tag=PMM1000],[protein_id=CAE19459.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1077],[protein_id=CAK23503.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=1.55501E-21]
[locus_tag=PMM1001],[protein_id=CAE19460.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1663],[protein_id=CAK24089.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=7.97429E-71]
[locus_tag=PMM1002],[protein_id=CAE19461.1],[gene=pepN],[protein=probable aminopeptidase N],[locus_tag=SynWH7803_1555],[protein_id=CAK23981.1],[gene=pepN],[protein=Aminopeptidase N],[evalue=0.00000E+00]
[locus_tag=PMM1004],[protein_id=CAE19463.1],[gene=purT],[protein=GAR transformylase 2],[locus_tag=SynWH7803_2526],[protein_id=CAK24952.1],[gene=purT],[protein=Formate-dependent phosphoribosyl glycinamide formyl transferase],[evalue=3.05749E-164],[locus_tag=SynWH7803_1206],[protein_id=CAK23632.1],[gene=purK],[protein=Phosphoribosylaminoimidazole carboxylase ATPase subunit],[evalue=1.42071E-14]
[locus_tag=PMM1006],[protein_id=CAE19465.1],[gene=None],[protein=Glutathione peroxidase],[locus_tag=SynWH7803_0151],[protein_id=CAK22577.1],[gene=None],[protein=Glutathione peroxidase],[evalue=2.08229E-71]
[locus_tag=PMM1009],[protein_id=CAE19468.1],[gene=None],[protein=putative nitrogen regulation protein NifR3 family homolog],[locus_tag=SynWH7803_0564],[protein_id=CAK22990.1],[gene=dus],[protein=Probable tRNA-dihydrouridine synthase],[evalue=8.87670E-118],[locus_tag=SynWH7803_0015],[protein_id=CAK22441.1],[gene=dusA],[protein=tRNA-dihydrouridine synthase A],[evalue=1.62229E-24]
[locus_tag=PMM1010],[protein_id=CAE19469.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0511],[protein_id=CAK22937.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=2.10408E-17]
[locus_tag=PMM1012],[protein_id=CAE19471.1],[gene=None],[protein=4-hydroxybenzoyl-CoA thioesterase family active site],[locus_tag=SynWH7803_0522],[protein_id=CAK22948.1],[gene=None],[protein=Possible thioesterase],[evalue=7.36347E-26]
[locus_tag=PMM1015],[protein_id=CAE19474.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1825],[protein_id=CAK24251.1],[gene=None],[protein=Uncharacterized conserved membrane protein],[evalue=4.62103E-31]
[locus_tag=PMM1017],[protein_id=CAE19476.1],[gene=None],[protein=conserved hypothetical],[locus_tag=SynWH7803_1183],[protein_id=CAK23609.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=4.03386E-25]
[locus_tag=PMM1020],[protein_id=CAE19479.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0737],[protein_id=CAK23163.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=3.40705E-18]
[locus_tag=PMM1025],[protein_id=CAE19484.1],[gene=None],[protein=putative stress-induced protein OsmC],[locus_tag=SynWH7803_0998],[protein_id=CAK23424.1],[gene=None],[protein=Predicted redox protein],[evalue=1.21057E-42]
[locus_tag=PMM1026],[protein_id=CAE19485.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0810],[protein_id=CAK23236.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=2.82593E-20]
[locus_tag=PMM1028],[protein_id=CAE19487.1],[gene=None],[protein=conserved hypothetical],[locus_tag=SynWH7803_0833],[protein_id=CAK23259.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=7.97694E-38]
[locus_tag=PMM1029],[protein_id=CAE19488.1],[gene=None],"[protein=ABC transporter component, possibly Mn transport]",[locus_tag=SynWH7803_0989],[protein_id=CAK23415.1],[gene=znuC],[protein=ABC-type Mn2+/Zn2+ transport system permease component],[evalue=7.94570E-74],[locus_tag=SynWH7803_0980],[protein_id=CAK23406.1],[gene=None],[protein=ABC-type Mn2+ transport system permease component],[evalue=3.62615E-15]
[locus_tag=PMM1030],[protein_id=CAE19489.1],[gene=None],[protein=Ferric uptake regulator family],[locus_tag=SynWH7803_2447],[protein_id=CAK24873.1],[gene=None],[protein=Ferric uptake regulator family protein],[evalue=3.71489E-43]
[locus_tag=PMM1031],[protein_id=CAE19490.1],[gene=None],"[protein=ABC transporter, ATP binding domain, possibly Mn transport]",[locus_tag=SynWH7803_0988],[protein_id=CAK23414.1],[gene=None],[protein=ABC-type Mn2+/Zn2+ transport system ATPase component],[evalue=6.33566E-84],[locus_tag=SynWH7803_0979],[protein_id=CAK23405.1],[gene=None],"[protein=ABC-type Mn2+ transport system, ATPase component]",[evalue=1.71828E-31],[locus_tag=SynWH7803_1414],[protein_id=CAK23840.1],[gene=None],"[protein=ABC transporter for amino acids, ATP binding component]",[evalue=3.86458E-25]
[locus_tag=PMM1032],[protein_id=CAE19491.1],[gene=None],"[protein=ABC transporter, substrate binding protein, possibly Mn.]",[locus_tag=SynWH7803_0990],[protein_id=CAK23416.1],[gene=None],[protein=ABC-type Mn2+/Zn2+ transport system periplasmic component],[evalue=1.93337E-37]
[locus_tag=PMM1033],[protein_id=CAE19492.1],[gene=None],[protein=Cobalamin synthesis protein/P47K],[locus_tag=SynWH7803_1806],[protein_id=CAK24232.1],[gene=None],"[protein=Putative GTPase, G3E family]",[evalue=1.79764E-58],[locus_tag=SynWH7803_1135],[protein_id=CAK23561.1],[gene=cobW],[protein=Cobalamin biosynthesis protein],[evalue=7.68283E-26]
[locus_tag=PMM1037],[protein_id=CAE19496.1],[gene=None],[protein=conserved hypothetical],[locus_tag=SynWH7803_1389],[protein_id=CAK23815.1],[gene=None],[protein=Uncharacterized conserved membrane protein],[evalue=4.81020E-25]
[locus_tag=PMM1038],[protein_id=CAE19497.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1086],[protein_id=CAK23512.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=3.95719E-102]
[locus_tag=PMM1041],[protein_id=CAE19500.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_2477],[protein_id=CAK24903.1],[gene=None],[protein=Conserved hypothetical protein specific to cyanobacteria],[evalue=4.82800E-68]
[locus_tag=PMM1042],[protein_id=CAE19501.1],[gene=None],[protein=conserved hpothetical protein],[locus_tag=SynWH7803_1749],[protein_id=CAK24175.1],[gene=None],[protein=Secreted pentapeptide repeats protein],[evalue=2.67357E-48],[locus_tag=SynWH7803_1134],[protein_id=CAK23560.1],[gene=None],[protein=Secreted pentapeptide repeats protein],[evalue=2.05340E-23],[locus_tag=SynWH7803_1088],[protein_id=CAK23514.1],[gene=None],[protein=Secreted pentapeptide repeat protein],[evalue=9.43924E-19]
[locus_tag=PMM1044],[protein_id=CAE19503.1],[gene=rbsK],[protein=possible pfkB family carbohydrate kinase],[locus_tag=SynWH7803_0794],[protein_id=CAK23220.1],[gene=rbsK],"[protein=Sugar kinase, ribokinase family]",[evalue=4.19790E-90]
[locus_tag=PMM1045],[protein_id=CAE19504.1],[gene=None],[protein=conserved hypothetical],[locus_tag=SynWH7803_2195],[protein_id=CAK24621.1],[gene=None],[protein=Uncharacterized conserved membrane protein],[evalue=4.42456E-19]
[locus_tag=PMM1046],[protein_id=CAE19505.1],[gene=None],"[protein=possible multidrug efflux transporter, MFS family]",[locus_tag=SynWH7803_1611],[protein_id=CAK24037.1],[gene=None],[protein=Permease of the major facilitator superfamily],[evalue=2.60053E-52]
[locus_tag=PMM1047],[protein_id=CAE19506.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1610],[protein_id=CAK24036.1],[gene=None],[protein=Predicted dienelactone hydrolase fused to a uncharacterized N-terminal domain specific to cyanobacteria],[evalue=3.41800E-113]
[locus_tag=PMM1048],[protein_id=CAE19507.1],[gene=None],"[protein=putative ABC transporter, oligopeptides]",[locus_tag=SynWH7803_1609],[protein_id=CAK24035.1],[gene=None],"[protein=Putative ABC transporter, oligopeptides, permease component]",[evalue=2.16598E-116]
[locus_tag=PMM1049],[protein_id=CAE19508.1],[gene=None],"[protein=ABC transporter, substrate binding protein, possibly oligopeptides]",[locus_tag=SynWH7803_1608],[protein_id=CAK24034.1],[gene=None],[protein=ABC-type oligopeptide transport system periplasmic component],[evalue=0.00000E+00]
[locus_tag=PMM1051],[protein_id=CAE19510.1],"[gene=thrA,hom]",[protein=Homoserine dehydrogenase:ACT domain],[locus_tag=SynWH7803_1606],[protein_id=CAK24032.1],[gene=thrA],[protein=Homoserine dehydrogenase],[evalue=5.11685E-172]
[locus_tag=PMM1052],[protein_id=CAE19511.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1605],[protein_id=CAK24031.1],[gene=None],"[protein=SufE-like protein, probably involved in Fe-S center assembly]",[evalue=1.95511E-48]
[locus_tag=PMM1053],[protein_id=CAE19512.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1602],[protein_id=CAK24028.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=5.70692E-35]
[locus_tag=PMM1054],[protein_id=CAE19513.1],[gene=ruvC],[protein=Crossover junction endodeoxyribonuclease RuvC],[locus_tag=SynWH7803_1601],[protein_id=CAK24027.1],[gene=ruvC],[protein=Crossover junction endodeoxyribonuclease RuvC (Holliday juction resolvase ruvC)],[evalue=2.19236E-54]
[locus_tag=PMM1055],[protein_id=CAE19514.1],[gene=chlI],"[protein=Protoporphyrin IX Magnesium chelatase, ChlI subunit]",[locus_tag=SynWH7803_1600],[protein_id=CAK24026.1],[gene=chlI],[protein=Protoporphyrin IX Mg-chelatase subunit ChlI],[evalue=0.00000E+00],[locus_tag=SynWH7803_0258],[protein_id=CAK22684.1],[gene=chlD],[protein=Protoporphyrin IX Mg-chelatase subunit ChlD],[evalue=3.87746E-63]
[locus_tag=PMM1056],[protein_id=CAE19515.1],[gene=None],[protein=probable tRNA/rRNA methyltransferase],[locus_tag=SynWH7803_1597],[protein_id=CAK24023.1],[gene=None],[protein=tRNA/rRNA methyltransferase],[evalue=1.35231E-62]
[locus_tag=PMM1057],[protein_id=CAE19516.1],[gene=cytM],[protein=cytochrome cM],[locus_tag=SynWH7803_1596],[protein_id=CAK24022.1],[gene=cytM],[protein=Cytochrome c-553-like],[evalue=3.54486E-34]
[locus_tag=PMM1058],[protein_id=CAE19517.1],[gene=petG],"[protein=Cytochrome b6/f complex, subunit V]",[locus_tag=SynWH7803_1595],[protein_id=CAK24021.1],[gene=petG],[protein=Cytochrome b6-f complex subunit V],[evalue=8.60332E-19]
[locus_tag=PMM1059],[protein_id=CAE19518.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1594],[protein_id=CAK24020.1],[gene=None],[protein=N6-adenine-specific methylase],[evalue=5.15365E-45]
[locus_tag=PMM1060],[protein_id=CAE19519.1],[gene=None],[protein=Glutamine amidotransferase class-I],[locus_tag=SynWH7803_1593],[protein_id=CAK24019.1],[gene=hisH],[protein=Imidazole glycerol phosphate synthase subunit HisH],[evalue=3.25179E-69]
[locus_tag=PMM1061],[protein_id=CAE19520.1],[gene=trxA],[protein=Thioredoxin],[locus_tag=SynWH7803_1592],[protein_id=CAK24018.1],[gene=trxA],[protein=Thioredoxin],[evalue=1.12056E-68],[locus_tag=SynWH7803_1890],[protein_id=CAK24316.1],[gene=trxA],[protein=Thioredoxin],[evalue=5.55734E-31]
[locus_tag=PMM1062],[protein_id=CAE19521.1],[gene=guaB],[protein=putative IMP dehydrogenase],[locus_tag=SynWH7803_1591],[protein_id=CAK24017.1],[gene=guaB],[protein=IMP dehydrogenase/GMP reductase],[evalue=0.00000E+00]
[locus_tag=PMM1063],[protein_id=CAE19522.1],[gene=gyrA],"[protein=DNA gyrase/topoisomerase IV, subunit A]",[locus_tag=SynWH7803_1589],[protein_id=CAK24015.1],[gene=gyrA],[protein=DNA gyrase subunit A],[evalue=0.00000E+00],[locus_tag=SynWH7803_0005],[protein_id=CAK22431.1],[gene=gyrA],"[protein=DNA gyrase/topoisomerase IV, subunit A]",[evalue=0.00000E+00]
[locus_tag=PMM1064],[protein_id=CAE19523.1],[gene=crtL1],[protein=putative lycopene beta cyclase],[locus_tag=SynWH7803_1588],[protein_id=CAK24014.1],[gene=crtL],[protein=Lycopene beta cyclase],[evalue=1.27272E-154]
[locus_tag=PMM1065],[protein_id=CAE19524.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1587],[protein_id=CAK24013.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMM1066],[protein_id=CAE19525.1],[gene=leuA],[protein=2-isopropylmalate synthase],[locus_tag=SynWH7803_1586],[protein_id=CAK24012.1],[gene=leuA],[protein=2-isopropylmalate synthase],[evalue=0.00000E+00]
[locus_tag=PMM1067],[protein_id=CAE19526.1],[gene=None],[protein=possible Adenoviral fiber protein (repeat/shaf],[locus_tag=SynWH7803_1573],[protein_id=CAK23999.1],[gene=None],[protein=Uncharacterized conserved membrane protein],[evalue=2.51055E-32]
[locus_tag=PMM1068],[protein_id=CAE19527.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1571],[protein_id=CAK23997.1],[gene=None],[protein=Predicted membrane-associated HD superfamily hydrolase],[evalue=7.49300E-153]
[locus_tag=PMM1069],[protein_id=CAE19528.1],[gene=folD],[protein=putuative bifunctional Methylenetetrahydrofolate dehydrogenase Methenyltetrahydrofolate/cyclohydrolase],[locus_tag=SynWH7803_1570],[protein_id=CAK23996.1],[gene=folD],[protein=FolD bifunctional protein (PPDC) (Methylenetetrahydrofolate dehydrogenase / Methenyltetrahydrofolate cyclohydrolase)],[evalue=8.29898E-108]
[locus_tag=PMM1070],[protein_id=CAE19529.1],[gene=crtE],[protein=Polyprenyl synthetase],[locus_tag=SynWH7803_1569],[protein_id=CAK23995.1],[gene=crtE],[protein=Geranylgeranyl pyrophosphate synthase],[evalue=5.29800E-159],[locus_tag=SynWH7803_1038],[protein_id=CAK23464.1],[gene=preA],[protein=Prenyl transferase],[evalue=1.22589E-28]
[locus_tag=PMM1071],[protein_id=CAE19530.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1568],[protein_id=CAK23994.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=9.36213E-54]
[locus_tag=PMM1072],[protein_id=CAE19531.1],"[gene=cbiA,cobB]","[protein=putative Cobyrinic acid a,c-diamide synthase]",[locus_tag=SynWH7803_1563],[protein_id=CAK23989.1],[gene=cobB],"[protein=Cobyrinic acid a,c-diamide synthase]",[evalue=2.58443E-124]
[locus_tag=PMM1073],[protein_id=CAE19532.1],[gene=None],[protein=Putative glucose 6-phosphate dehydrogenase effector OpcA],[locus_tag=SynWH7803_1562],[protein_id=CAK23988.1],[gene=None],[protein=Putative glucose 6-phosphate dehydrogenase effector OpcA],[evalue=4.29994E-137]
[locus_tag=PMM1074],[protein_id=CAE19533.1],[gene=zwf],[protein=Glucose-6-phosphate dehydrogenase],[locus_tag=SynWH7803_1561],[protein_id=CAK23987.1],[gene=zwf],[protein=Glucose-6-phosphate 1-dehydrogenase],[evalue=0.00000E+00]
[locus_tag=PMM1075],[protein_id=CAE19534.1],[gene=petH],[protein=ferredoxin-NADP oxidoreductase (FNR)],[locus_tag=SynWH7803_1560],[protein_id=CAK23986.1],[gene=petH],[protein=Ferredoxin-NADP oxidoreductase],[evalue=0.00000E+00]
[locus_tag=PMM1076],[protein_id=CAE19535.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1559],[protein_id=CAK23985.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=1.82386E-61]
[locus_tag=PMM1077],[protein_id=CAE19536.1],[gene=None],[protein=two-component sensor histidine kinase],[locus_tag=SynWH7803_1558],[protein_id=CAK23984.1],[gene=sasA],[protein=Adaptive-response sensory-kinase SasA],[evalue=0.00000E+00],[locus_tag=SynWH7803_1546],[protein_id=CAK23972.1],[gene=phoR],"[protein=Two-component system sensor histidine kinase, phosphate sensing PhoR]",[evalue=2.17398E-23],[locus_tag=SynWH7803_1963],[protein_id=CAK24389.1],[gene=nblS],[protein=Two-component system sensor histidine kinase NblS],[evalue=9.69963E-17]
[locus_tag=PMM1078],[protein_id=CAE19537.1],[gene=None],[protein=conserved hypothetical],[locus_tag=SynWH7803_1557],[protein_id=CAK23983.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=4.79416E-52]
[locus_tag=PMM1079],[protein_id=CAE19538.1],[gene=None],[protein=possible Villin headpiece domain],[locus_tag=SynWH7803_1556],[protein_id=CAK23982.1],[gene=None],[protein=Uncharacterized conserved secreted protein],[evalue=2.76233E-28]
[locus_tag=PMM1080],[protein_id=CAE19539.1],[gene=kprS],[protein=Ribose-phosphate pyrophosphokinase],[locus_tag=SynWH7803_1553],[protein_id=CAK23979.1],[gene=prs],[protein=Ribose-phosphate pyrophosphokinase],[evalue=0.00000E+00]
[locus_tag=PMM1081],[protein_id=CAE19540.1],[gene=malQ],[protein=Putative 4-alpha-glucanotransferase],[locus_tag=SynWH7803_1549],[protein_id=CAK23975.1],[gene=malQ],[protein=Alpha-glycosidase of family GH77; probable 4-alpha-glucanotransferase],[evalue=0.00000E+00]
[locus_tag=PMM1082],[protein_id=CAE19541.1],[gene=None],[protein=possible Helix-turn-helix],[locus_tag=SynWH7803_1548],[protein_id=CAK23974.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=6.91499E-14]
[locus_tag=PMM1083],[protein_id=CAE19542.1],[gene=None],[protein=possible kinase],[locus_tag=SynWH7803_1542],[protein_id=CAK23968.1],[gene=aarF],[protein=Predicted protein kinase],[evalue=0.00000E+00],[locus_tag=SynWH7803_2531],[protein_id=CAK24957.1],[gene=None],[protein=Predicted protein kinase],[evalue=2.20666E-113],[locus_tag=SynWH7803_2380],[protein_id=CAK24806.1],[gene=None],[protein=Predicted protein kinase],[evalue=1.21331E-62]
[locus_tag=PMM1084],[protein_id=CAE19543.1],[gene=cad],[protein=Orn/Lys/Arg decarboxylases family 1],[locus_tag=SynWH7803_1540],[protein_id=CAK23966.1],[gene=None],[protein=Arginine/lysine/ornithine decarboxylase],[evalue=1.74896E-126]
[locus_tag=PMM1085],[protein_id=CAE19544.1],[gene=None],[protein=Phosphatidate cytidylyltransferase],[locus_tag=SynWH7803_1539],[protein_id=CAK23965.1],[gene=cdsA],[protein=Phosphatidate cytidylyltransferase],[evalue=2.34584E-97]
[locus_tag=PMM1086],[protein_id=CAE19545.1],[gene=todF],"[protein=2-hydroxy-6-oxohepta-2,4-dienoate hydrolase]",[locus_tag=SynWH7803_1537],[protein_id=CAK23963.1],[gene=None],[protein=Predicted hydrolase or acyltransferase (alpha/beta hydrolase superfamily)],[evalue=8.52377E-84]
[locus_tag=PMM1087],[protein_id=CAE19546.1],[gene=gldA],[protein=putative glycerol dehydrogenase],[locus_tag=SynWH7803_1536],[protein_id=CAK23962.1],[gene=gldA],[protein=Glycerol dehydrogenase],[evalue=1.66194E-126]
[locus_tag=PMM1088],[protein_id=CAE19547.1],[gene=clpC],[protein=ClpC],[locus_tag=SynWH7803_1535],[protein_id=CAK23961.1],[gene=clpA],[protein=ATP-dependent Clp protease ATP-binding subunit clpA homolog],[evalue=0.00000E+00],[locus_tag=SynWH7803_1535],[protein_id=CAK23961.1],[gene=clpA],[protein=ATP-dependent Clp protease ATP-binding subunit clpA homolog],[evalue=5.73859E-15],[locus_tag=SynWH7803_0748],[protein_id=CAK23174.1],[gene=clpB],[protein=Chaperone ClpB],[evalue=0.00000E+00]
[locus_tag=PMM1089],[protein_id=CAE19548.1],[gene=None],[protein=putative ribosomal-protein-alanine acetyltransferase],[locus_tag=SynWH7803_1534],[protein_id=CAK23960.1],[gene=None],[protein=Predicted acetyltransferase],[evalue=2.07783E-19]
[locus_tag=PMM1090],[protein_id=CAE19549.1],[gene=lysA],[protein=Diaminopimelate decarboxylase],[locus_tag=SynWH7803_1533],[protein_id=CAK23959.1],[gene=lysA],[protein=Diaminopimelate decarboxylase],[evalue=0.00000E+00]
[locus_tag=PMM1091],[protein_id=CAE19550.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_1532],[protein_id=CAK23958.1],[gene=None],"[protein=Conserved hypothetical membrane protein, possible metal dependent phosphoesterase]",[evalue=9.85562E-140]
