[locus_tag=Syncc8109_0001],[protein_id=AHF62427.1],[gene=dnaN],"[protein=DNA polymerase III, beta subunit]",[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[evalue=3.72400E-142]
[locus_tag=Syncc8109_1434],[protein_id=AHF63796.1],[gene=pgl],[protein=6-phosphogluconolactonase],[locus_tag=PMM0771],[protein_id=CAE19230.1],[gene=None],"[protein=Putative 6-phosphogluconolactonase (DevB, Pgl)]",[evalue=1.32287E-62]
[locus_tag=Syncc8109_1435],[protein_id=AHF63797.1],[gene=gnd],"[protein=6-phosphogluconate dehydrogenase, decarboxylating]",[locus_tag=PMM0770],[protein_id=CAE19229.1],[gene=gnd],[protein=6-phosphogluconate dehydrogenase],[evalue=0.00000E+00]
[locus_tag=Syncc8109_1436],[protein_id=AHF63798.1],[gene=glgC],[protein=Glucose-1-phosphate adenylyltransferase],[locus_tag=PMM0769],[protein_id=CAE19228.1],[gene=glgC],[protein=ADP-glucose pyrophosphorylase],[evalue=0.00000E+00],[locus_tag=PMM0152],[protein_id=CAE18611.1],[gene=None],[protein=Putative sugar-phosphate nucleotidyl transferase],[evalue=2.48523E-15],[locus_tag=PMM1204],[protein_id=CAE19663.1],"[gene=ddhA, rfbF]",[protein=glucose-1-phosphate cytidylyltransferase],[evalue=6.98987E-06]
[locus_tag=Syncc8109_1437],[protein_id=AHF63799.1],[gene=hemA],[protein=glutamyl-tRNA reductase],[locus_tag=PMM0768],[protein_id=CAE19227.1],[gene=hemA],[protein=glutamyl-tRNA reductase],[evalue=0.00000E+00]
[locus_tag=Syncc8109_1438],[protein_id=AHF63800.1],[gene=glpX],"[protein=fructose-1,6-bisphosphatase, class II]",[locus_tag=PMM0767],[protein_id=CAE19226.1],"[gene=glpX, cbbF, fbp]","[protein=Fructose-1,6-bisphosphatase/sedoheptulose-1,7-bisphosphatase]",[evalue=0.00000E+00]
[locus_tag=Syncc8109_1439],[protein_id=AHF63801.1],[gene=rpe],[protein=ribulose-phosphate 3-epimerase],[locus_tag=PMM0766],[protein_id=CAE19225.1],"[gene=rpe, cbbE]",[protein=Ribulose-phosphate 3-epimerase],[evalue=4.26082E-56]
[locus_tag=Syncc8109_1442],[protein_id=AHF63804.1],[gene=None],[protein=putative heme transporter],[locus_tag=PMM0765],[protein_id=CAE19224.1],[gene=None],[protein=possible heme transporter],[evalue=8.36269E-117]
[locus_tag=Syncc8109_1443],[protein_id=AHF63805.1],[gene=None],[protein=putative permease],[locus_tag=PMM1386],[protein_id=CAE19845.1],[gene=None],[protein=possible permease],[evalue=3.10872E-119]
[locus_tag=Syncc8109_1444],[protein_id=AHF63806.1],[gene=None],[protein=ATPase],[locus_tag=PMM0764],[protein_id=CAE19223.1],[gene=None],"[protein=possible ABC transporter, ATP binding component]",[evalue=2.11298E-104],[locus_tag=PMM0449],[protein_id=CAE18908.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[evalue=2.60648E-31],[locus_tag=PMM0803],[protein_id=CAE19262.1],"[gene=futC, sfuC]","[protein=ABC transporter, ATP binding component, possibly iron transporter]",[evalue=8.07643E-31]
[locus_tag=Syncc8109_1446],[protein_id=AHF63808.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0763],[protein_id=CAE19222.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.68251E-31]
[locus_tag=Syncc8109_1447],[protein_id=AHF63809.1],[gene=typA / bipA],[protein=GTP-binding protein TypA],[locus_tag=PMM0762],[protein_id=CAE19221.1],[gene=typA / bipA],[protein=tyrosine binding protein],[evalue=0.00000E+00],[locus_tag=PMM0420],[protein_id=CAE18879.1],[gene=lepA],[protein=GTP-binding protein LepA],[evalue=1.15896E-32],[locus_tag=PMM1509],[protein_id=CAE19968.1],[gene=fusA],[protein=Elongation factor G],[evalue=1.12949E-24]
[locus_tag=Syncc8109_1449],[protein_id=AHF63811.1],[gene=None],[protein=putative carboxypeptidase],[locus_tag=PMM0761],[protein_id=CAE19220.1],[gene=None],[protein=putative carboxypeptidase],[evalue=7.70192E-64]
[locus_tag=Syncc8109_1450],[protein_id=AHF63812.1],[gene=chlP],[protein=geranylgeranyl reductase],[locus_tag=PMM0760],[protein_id=CAE19219.1],[gene=chlP],[protein=Aromatic-ring hydroxylase (flavoprotein monooxygenase)],[evalue=0.00000E+00],[locus_tag=PMM0520],[protein_id=CAE18979.1],[gene=None],[protein=NAD binding site],[evalue=9.73287E-08]
[locus_tag=Syncc8109_1452],[protein_id=AHF63814.1],[gene=glyS],"[protein=glycyl-tRNA synthetase, beta subunit]",[locus_tag=PMM0759],[protein_id=CAE19218.1],[gene=glyS],[protein=Glycyl-tRNA synthetase beta subunit],[evalue=0.00000E+00]
[locus_tag=Syncc8109_1453],[protein_id=AHF63815.1],[gene=sir],"[protein=Sulfite reductase, ferredoxin dependent]",[locus_tag=PMM0758],[protein_id=CAE19217.1],[gene=sir],[protein=Ferredoxin-sulfite reductase],[evalue=0.00000E+00]
[locus_tag=Syncc8109_1454],[protein_id=AHF63816.1],[gene=None],[protein=putative D-alanyl-D-alanine dipeptidase],[locus_tag=PMM0757],[protein_id=CAE19216.1],[gene=None],[protein=D-ala-D-ala dipeptidase],[evalue=1.84345E-65]
[locus_tag=Syncc8109_1455],[protein_id=AHF63817.1],[gene=recG],[protein=ATP-dependent DNA helicase RecG],[locus_tag=PMM0756],[protein_id=CAE19215.1],[gene=recG],[protein=ATP-dependent DNA helicase recG],[evalue=0.00000E+00],[locus_tag=PMM0839],[protein_id=CAE19298.1],[gene=None],[protein=Transcriptional-repair coupling factor],[evalue=2.34099E-66]
[locus_tag=Syncc8109_1457],[protein_id=AHF63819.1],[gene=tsf],[protein=translation elongation factor Ts],[locus_tag=PMM0754],[protein_id=CAE19213.1],[gene=tsf],[protein=putative Elongation factor Ts],[evalue=1.96089E-125]
[locus_tag=Syncc8109_1458],[protein_id=AHF63820.1],[gene=rps2],[protein=ribosomal protein S2],[locus_tag=PMM0753],[protein_id=CAE19212.1],"[gene=rps2, rpsB]",[protein=30S ribosomal protein S2],[evalue=1.14075E-165]
[locus_tag=Syncc8109_1459],[protein_id=AHF63821.1],[gene=None],[protein=putative glycosyltransferase],[locus_tag=PMM0752],[protein_id=CAE19211.1],[gene=None],"[protein=Glycosyl transferase, family 2]",[evalue=2.99435E-129],[locus_tag=PMM1522],[protein_id=CAE19981.1],[gene=None],"[protein=Glycosyl transferase, family 2]",[evalue=1.01351E-08],[locus_tag=PMM1256],[protein_id=CAE19715.1],[gene=None],"[protein=putative glycosyl transferase, family 2]",[evalue=4.44826E-07]
[locus_tag=Syncc8109_1460],[protein_id=AHF63822.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0751],[protein_id=CAE19210.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.08762E-23]
[locus_tag=Syncc8109_1461],[protein_id=AHF63823.1],[gene=None],[protein=ATPase],[locus_tag=PMM0750],[protein_id=CAE19209.1],[gene=None],"[protein=ABC transporter, ATP-binding component]",[evalue=7.19981E-119],[locus_tag=PMM0372],[protein_id=CAE18831.1],[gene=None],[protein=putative cyanate ABC transporter],[evalue=1.48115E-41],[locus_tag=PMM0803],[protein_id=CAE19262.1],"[gene=futC, sfuC]","[protein=ABC transporter, ATP binding component, possibly iron transporter]",[evalue=8.49135E-40]
[locus_tag=Syncc8109_1462],[protein_id=AHF63824.1],[gene=None],[protein=DevC protein],[locus_tag=PMM0749],[protein_id=CAE19208.1],[gene=None],"[protein=ABC-transporter, membrane spanning component]",[evalue=0.00000E+00]
[locus_tag=Syncc8109_1463],[protein_id=AHF63825.1],[gene=None],[protein=putative ABC transporter component],[locus_tag=PMM0748],[protein_id=CAE19207.1],[gene=None],[protein=possible ABC transporter component],[evalue=1.84000E-81]
[locus_tag=Syncc8109_1464],[protein_id=AHF63826.1],[gene=pcyA],[protein=ferredoxin-dependent biliverdin reductase],[locus_tag=PMM0747],[protein_id=CAE19206.1],[gene=pcyA],[protein=ferredoxin-dependent biliverdin reductase],[evalue=2.01886E-50]
[locus_tag=Syncc8109_1465],[protein_id=AHF63827.1],[gene=pqqL],[protein=putative Zn-dependent peptidase],[locus_tag=PMM0746],[protein_id=CAE19205.1],[gene=None],[protein=Possible Zn-dependent peptidase],[evalue=2.81750E-92]
[locus_tag=Syncc8109_1466],[protein_id=AHF63828.1],[gene=pqqL],[protein=putative Zn-dependent peptidase],[locus_tag=PMM0745],[protein_id=CAE19204.1],[gene=None],[protein=Insulinase family (Peptidase family M16)],[evalue=5.75309E-50]
[locus_tag=Syncc8109_1467],[protein_id=AHF63829.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0744],[protein_id=CAE19203.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.90944E-24]
[locus_tag=Syncc8109_1468],[protein_id=AHF63830.1],[gene=None],[protein=BioY protein],[locus_tag=PMM0914],[protein_id=CAE19373.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.43445E-16]
[locus_tag=Syncc8109_1469],[protein_id=AHF63831.1],[gene=None],[protein=lipoprotein signal peptidase],[locus_tag=PMM0915],[protein_id=CAE19374.1],[gene=None],[protein=putative lipoprotein signal peptidase],[evalue=5.47564E-21]
[locus_tag=Syncc8109_1470],[protein_id=AHF63832.1],[gene=None],[protein=Small GTP-binding protein domain protein],[locus_tag=PMM0916],[protein_id=CAE19375.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.41181E-104],[locus_tag=PMM1444],[protein_id=CAE19903.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.30888E-16],[locus_tag=PMM0600],[protein_id=CAE19059.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.36624E-07]
[locus_tag=Syncc8109_1471],[protein_id=AHF63833.1],[gene=None],[protein=pyridoxal-dependent decarboxylase family protein],[locus_tag=PMM0917],[protein_id=CAE19376.1],[gene=None],[protein=Pyridoxal-dependent decarboxylase family protein],[evalue=6.82758E-138]
[locus_tag=Syncc8109_1472],[protein_id=AHF63834.1],[gene=cumB],[protein=cytidine/deoxycytidylate deaminase family protein],[locus_tag=PMM0918],[protein_id=CAE19377.1],[gene=None],[protein=putative cytidine/deoxycytidylate deaminase],[evalue=1.48740E-62]
[locus_tag=Syncc8109_1473],[protein_id=AHF63835.1],[gene=spt],[protein=serine:pyruvate/alanine:glyoxylate aminotransferase],[locus_tag=PMM0919],[protein_id=CAE19378.1],"[gene=spt, agt]",[protein=serine:pyruvate/alanine:glyoxylate aminotransferase],[evalue=0.00000E+00],[locus_tag=PMM0035],[protein_id=CAE18494.1],[gene=DHSS],[protein=soluble hydrogenase small subunit],[evalue=1.26436E-56]
[locus_tag=Syncc8109_1474],[protein_id=AHF63836.1],[gene=apcF],[protein=phycobilisome core component-allophycocyanin beta-18 subunit],[locus_tag=PMM0305],[protein_id=CAE18764.1],[gene=cpeB],[protein=Phycobilisome protein],[evalue=2.37823E-13]
[locus_tag=Syncc8109_1475],[protein_id=AHF63837.1],[gene=glnA],"[protein=glutamine synthetase, type I]",[locus_tag=PMM0920],[protein_id=CAE19379.1],[gene=glnA],"[protein=Glutamine synthetase, glutamate--ammonia ligase]",[evalue=0.00000E+00]
[locus_tag=Syncc8109_1476],[protein_id=AHF63838.1],[gene=None],[protein=generic methyl-transferase],[locus_tag=PMM0921],[protein_id=CAE19380.1],[gene=None],[protein=SAM (and some other nucleotide) binding motif:Generic methyl-transferase],[evalue=9.33001E-160],[locus_tag=PMM1240],[protein_id=CAE19699.1],[gene=None],[protein=methyltransferase],[evalue=1.02683E-07]
[locus_tag=Syncc8109_1477],[protein_id=AHF63839.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0687],[protein_id=CAE19146.1],[gene=None],[protein=conserved hypothetical],[evalue=4.11180E-19]
[locus_tag=Syncc8109_1479],[protein_id=AHF63841.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0922],[protein_id=CAE19381.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.43839E-13]
[locus_tag=Syncc8109_1480],[protein_id=AHF63842.1],[gene=None],[protein=putative anti-sigma regulatory factor (serine/threonine protein kinase)],[locus_tag=PMM0923],[protein_id=CAE19382.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.03848E-50]
[locus_tag=Syncc8109_1481],[protein_id=AHF63843.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0924],[protein_id=CAE19383.1],[gene=None],[protein=conserved hypothetical protein],[evalue=8.74324E-92]
[locus_tag=Syncc8109_1482],[protein_id=AHF63844.1],[gene=None],[protein=Rhodanese-like protein],[locus_tag=PMM0925],[protein_id=CAE19384.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.92508E-98]
[locus_tag=Syncc8109_1483],[protein_id=AHF63845.1],[gene=psb28],[protein=putative photosystem II reaction center Psb28 protein],[locus_tag=PMM0926],[protein_id=CAE19385.1],[gene=psb28],[protein=possible Photosystem II reaction center Psb28 protein],[evalue=1.15095E-45]
[locus_tag=Syncc8109_1484],[protein_id=AHF63846.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0927],[protein_id=CAE19386.1],[gene=None],[protein=conserved hypothetical protein],[evalue=8.69301E-89]
[locus_tag=Syncc8109_1485],[protein_id=AHF63847.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0927],[protein_id=CAE19386.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.74804E-36]
[locus_tag=Syncc8109_1489],[protein_id=AHF63851.1],[gene=secF],[protein=SecF protein],[locus_tag=PMM0928],[protein_id=CAE19387.1],[gene=secF],[protein=preprotein translocase subunit],[evalue=4.66321E-78],[locus_tag=PMM0929],[protein_id=CAE19388.1],[gene=secD],[protein=preprotein translocase subunit],[evalue=9.16307E-07]
[locus_tag=Syncc8109_1490],[protein_id=AHF63852.1],[gene=secD],[protein=protein-export membrane protein SecD],[locus_tag=PMM0929],[protein_id=CAE19388.1],[gene=secD],[protein=preprotein translocase subunit],[evalue=0.00000E+00],[locus_tag=PMM0928],[protein_id=CAE19387.1],[gene=secF],[protein=preprotein translocase subunit],[evalue=1.02963E-07]
[locus_tag=Syncc8109_1491],[protein_id=AHF63853.1],[gene=pdhB],[protein=pyruvate dehydrogenase E1 beta subunit],[locus_tag=PMM0930],[protein_id=CAE19389.1],[gene=pdhB],[protein=Pyruvate dehydrogenase E1 beta subunit],[evalue=0.00000E+00],[locus_tag=PMM0907],[protein_id=CAE19366.1],[gene=Dxs],[protein=1-deoxy-D-xylulose 5-phosphate synthase],[evalue=1.48857E-14],[locus_tag=PMM1230],[protein_id=CAE19689.1],[gene=None],[protein=dehydrogenase E1 component beta subunit],[evalue=3.01011E-13]
[locus_tag=Syncc8109_1494],[protein_id=AHF63855.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0931],[protein_id=CAE19390.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.67875E-25]
[locus_tag=Syncc8109_1495],[protein_id=AHF63856.1],[gene=ispE],[protein=4-diphosphocytidyl-2C-methyl-D-erythritol kinase],[locus_tag=PMM0932],[protein_id=CAE19391.1],[gene=ispE],[protein=Putative 4-diphosphocytidyl-2C-methyl-D-erythritol kinase (CMK)],[evalue=6.50468E-92]
[locus_tag=Syncc8109_1496],[protein_id=AHF63857.1],[gene=ksgA],[protein=dimethyladenosine transferase],[locus_tag=PMM0933],[protein_id=CAE19392.1],[gene=None],"[protein=putative rRNA (adenine-N6,N6)-dimethyltransferase]",[evalue=7.72822E-90]
[locus_tag=Syncc8109_1510],[protein_id=AHF63871.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0649],[protein_id=CAE19108.1],[gene=None],[protein=Pentapeptide repeats],[evalue=7.91749E-43],[locus_tag=PMM0777],[protein_id=CAE19236.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.46342E-15],[locus_tag=PMM1042],[protein_id=CAE19501.1],[gene=None],[protein=conserved hpothetical protein],[evalue=2.40985E-10]
[locus_tag=Syncc8109_1512],[protein_id=AHF63873.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0935],[protein_id=CAE19394.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.82436E-35]
[locus_tag=Syncc8109_1515],[protein_id=AHF63876.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0992],[protein_id=CAE19451.1],[gene=None],[protein=conserved hypotheticcal protein],[evalue=7.94680E-27]
[locus_tag=Syncc8109_1516],[protein_id=AHF63877.1],[gene=umuD],[protein=putative SOS mutagenesis protein UmuD],[locus_tag=PMM0936],[protein_id=CAE19395.1],[gene=None],[protein=putative SOS mutagenesis protein UmuD],[evalue=1.12816E-45],[locus_tag=PMM1262],[protein_id=CAE19721.1],[gene=lexA],"[protein=SOS function regulatory protein, LexA repressor]",[evalue=4.61642E-14]
[locus_tag=Syncc8109_1517],[protein_id=AHF63878.1],[gene=umuC],[protein=DNA-directed DNA polymerase],[locus_tag=PMM0937],[protein_id=CAE19396.1],[gene=umuC],[protein=putative UmuC protein],[evalue=5.62361E-148]
[locus_tag=Syncc8109_1518],[protein_id=AHF63879.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1000],[protein_id=CAE19459.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.82758E-20]
[locus_tag=Syncc8109_1520],[protein_id=AHF63881.1],[gene=dnaG],[protein=DNA primase],[locus_tag=PMM0939],[protein_id=CAE19398.1],[gene=None],[protein=CHC2 zinc finger:Toprim domain],[evalue=0.00000E+00]
[locus_tag=Syncc8109_1521],[protein_id=AHF63882.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0940],[protein_id=CAE19399.1],[gene=None],"[protein=Integral membrane protein, DUF6]",[evalue=1.77657E-79]
[locus_tag=Syncc8109_1523],[protein_id=AHF63884.1],[gene=ruvA],"[protein=DNA recombination protein, RuvA]",[locus_tag=PMM0942],[protein_id=CAE19401.1],[gene=ruvA],[protein=putative holliday junction DNA helicase RuvA],[evalue=9.88526E-32]
[locus_tag=Syncc8109_1524],[protein_id=AHF63885.1],[gene=rps15],[protein=ribosomal protein S15],[locus_tag=PMM0943],[protein_id=CAE19402.1],"[gene=rps15, rpsO]",[protein=30S Ribosomal protein S15],[evalue=5.35702E-46]
[locus_tag=Syncc8109_1525],[protein_id=AHF63886.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0944],[protein_id=CAE19403.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.02304E-26]
[locus_tag=Syncc8109_1526],[protein_id=AHF63887.1],[gene=dnaE],"[protein=DNA polymerase III, alpha subunit]",[locus_tag=PMM0945],[protein_id=CAE19404.1],[gene=dnaE],"[protein=DNA polymerase III, alpha subunit]",[evalue=0.00000E+00]
[locus_tag=Syncc8109_1527],[protein_id=AHF63888.1],[gene=gatA],"[protein=glutamyl-tRNA(Gln) amidotransferase, A subunit]",[locus_tag=PMM0946],[protein_id=CAE19405.1],[gene=gatA],[protein=Glutamyl-tRNA(Gln) amidotransferase A subunit],[evalue=0.00000E+00]
[locus_tag=Syncc8109_1528],[protein_id=AHF63889.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0947],[protein_id=CAE19406.1],[gene=None],[protein=conserved hypothetical protein],[evalue=9.07696E-26]
[locus_tag=Syncc8109_1529],[protein_id=AHF63890.1],[gene=None],"[protein=RNA methyltransferase TrmH, group 3]",[locus_tag=PMM0948],[protein_id=CAE19407.1],[gene=None],[protein=tRNA/rRNA methyltransferase],[evalue=2.38850E-99],[locus_tag=PMM0422],[protein_id=CAE18881.1],[gene=None],[protein=tRNA/rRNA methyltransferase (SpoU)],[evalue=3.90859E-12],[locus_tag=PMM1299],[protein_id=CAE19758.1],[gene=spoU],[protein=tRNA/rRNA methyltransferase (SpoU)],[evalue=5.97225E-08]
[locus_tag=Syncc8109_1530],[protein_id=AHF63891.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0949],[protein_id=CAE19408.1],[gene=None],[protein=conserved hypothetical protein],[evalue=5.95122E-46]
[locus_tag=Syncc8109_1531],[protein_id=AHF63892.1],[gene=None],"[protein=anti-anti-sigma regulatory factor, SpoIIAA]",[locus_tag=PMM0950],[protein_id=None],[gene=None],[protein=STAS domain:Anti-sigma factor antagonist],[evalue=4.69372E-42]
[locus_tag=Syncc8109_1532],[protein_id=AHF63893.1],[gene=carA],"[protein=carbamoyl-phosphate synthase, small subunit]",[locus_tag=PMM0951],[protein_id=CAE19410.1],"[gene=carA, pyrA]",[protein=carbamoyl-phosphate synthase small chain],[evalue=6.23010E-161],[locus_tag=PMM0184],[protein_id=CAE18643.1],[gene=pabA],[protein=para-aminobenzoate synthase component II],[evalue=2.34885E-16],[locus_tag=PMM0037],[protein_id=CAE18496.1],[gene=guaA],[protein=Glutamine amidotransferase class-I:GMP synthase],[evalue=8.43169E-12]
[locus_tag=Syncc8109_1533],[protein_id=AHF63894.1],[gene=trpD],[protein=anthranilate phosphoribosyltransferase],[locus_tag=PMM0952],[protein_id=CAE19411.1],[gene=trpD/G],[protein=putative Anthranilate synthase component II],[evalue=2.08272E-129]
[locus_tag=Syncc8109_1534],[protein_id=AHF63895.1],[gene=None],[protein=ATPase],[locus_tag=PMM0954],[protein_id=CAE19413.1],[gene=None],"[protein=ABC transporter, multidrug efflux family]",[evalue=0.00000E+00],[locus_tag=PMM1099],[protein_id=CAE19558.1],[gene=None],"[protein=ABC transporter, multidrug efflux family]",[evalue=1.11419E-66],[locus_tag=PMM0561],[protein_id=CAE19020.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[evalue=7.91855E-66]
