[locus_tag=PMT_0001],[protein_id=CAE20176.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=Syncc8109_0001],[protein_id=AHF62427.1],[gene=dnaN],"[protein=DNA polymerase III, beta subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_1160],[protein_id=CAE21335.1],[gene=None],"[protein=putative sodium-dependent transporter, NSS family]",[locus_tag=Syncc8109_2068],[protein_id=AHF64407.1],[gene=None],"[protein=putative sodium-dependent transporter, NSS family]",[evalue=0.00000E+00]
[locus_tag=PMT_1161],[protein_id=CAE21336.1],[gene=dxr],[protein=1-deoxy-D-xylulose 5-phosphate reductoisomerase],[locus_tag=Syncc8109_2069],[protein_id=AHF64408.1],[gene=dxr],[protein=1-deoxy-D-xylulose 5-phosphate reductoisomerase],[evalue=0.00000E+00]
[locus_tag=PMT_1162],[protein_id=CAE21337.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_2070],[protein_id=AHF64409.1],[gene=None],[protein=Ferredoxin],[evalue=1.33299E-49]
[locus_tag=PMT_1163],[protein_id=CAE21338.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_2072],[protein_id=AHF64411.1],[gene=None],[protein=hypothetical protein],[evalue=3.99634E-134]
[locus_tag=PMT_1164],[protein_id=CAE21339.1],[gene=pntB],"[protein=putative nicotinamide nucleotide transhydrogenase, subunit beta]",[locus_tag=Syncc8109_2073],[protein_id=AHF64412.1],[gene=pntB],"[protein=putative nicotinamide nucleotide transhydrogenase, subunit beta]",[evalue=0.00000E+00]
[locus_tag=PMT_1165],[protein_id=CAE21340.1],[gene=pntA-2],"[protein=putative nicotinamide nucleotide transhydrogenase, subunit alpha 2 (A2)]",[locus_tag=Syncc8109_2074],[protein_id=AHF64413.1],[gene=pntA-2],"[protein=putative nicotinamide nucleotide transhydrogenase, subunit alpha 2 (A2)]",[evalue=7.36517E-41]
[locus_tag=PMT_1166],[protein_id=CAE21341.1],[gene=pntA-1],"[protein=putative nicotinamide nucleotide transhydrogenase, subunit alpha 1 (A1)]",[locus_tag=Syncc8109_2075],[protein_id=AHF64414.1],[gene=pntA-1],[protein=NAD(P)(+) transhydrogenase (AB-specific)],[evalue=0.00000E+00],[locus_tag=Syncc8109_2262],[protein_id=AHF64588.1],[gene=ald],[protein=alanine dehydrogenase],[evalue=2.11351E-23]
[locus_tag=PMT_1167],[protein_id=CAE21342.1],[gene=None],[protein=possible 7kD DNA-binding domain],[locus_tag=Syncc8109_2076],[protein_id=AHF64415.1],[gene=None],[protein=hypothetical protein],[evalue=4.78017E-90]
[locus_tag=PMT_2634],[protein_id=CAX32153.1],[gene=None],[protein=Hypothetical protein],[locus_tag=Syncc8109_2077],[protein_id=AHF64416.1],[gene=None],[protein=hypothetical protein],[evalue=3.05986E-15]
[locus_tag=PMT_1168],[protein_id=CAE21343.1],[gene=None],[protein=Helicase C-terminal domain],[locus_tag=Syncc8109_2079],[protein_id=AHF64418.1],[gene=None],[protein=hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT_2635],[protein_id=CAX32154.1],[gene=None],[protein=conserved hypothetical],[locus_tag=Syncc8109_2080],[protein_id=AHF64419.1],[gene=None],[protein=hypothetical protein],[evalue=3.36731E-27]
[locus_tag=PMT_1169],[protein_id=CAE21344.1],[gene=infA],[protein=translation initiation factor IF-1],[locus_tag=Syncc8109_2082],[protein_id=AHF64421.1],[gene=infA],[protein=translation initiation factor IF-1],[evalue=1.82901E-62]
[locus_tag=PMT_1170],[protein_id=CAE21345.1],[gene=None],[protein=possible pseudouridine synthase],[locus_tag=Syncc8109_2085],[protein_id=AHF64423.1],[gene=None],"[protein=Pseudouridine synthase, Rsu]",[evalue=1.59188E-92],[locus_tag=Syncc8109_1011],[protein_id=AHF63385.1],[gene=rsuA],"[protein=Pseudouridine synthase, Rsu]",[evalue=7.54861E-23]
[locus_tag=PMT_1171],[protein_id=CAE21346.1],[gene=None],[protein=SAM (and some other nucleotide) binding motif:Generic methyltransferase],[locus_tag=Syncc8109_2086],[protein_id=AHF64424.1],[gene=None],[protein=methyltransferase-like protein],[evalue=5.46771E-140]
[locus_tag=PMT_1172],[protein_id=CAE21347.1],[gene=None],[protein=hypothetical],[locus_tag=Syncc8109_2087],[protein_id=AHF64425.1],[gene=None],[protein=hypothetical protein],[evalue=1.06415E-27]
[locus_tag=PMT_1173],[protein_id=CAE21348.1],[gene=ycf39],[protein=putative chaperon-like protein for quinone binding in photosystem II],[locus_tag=Syncc8109_2088],[protein_id=AHF64426.1],[gene=ycf39],[protein=putative chaperon-like protein for quinone binding in photosystem II],[evalue=0.00000E+00]
[locus_tag=PMT_1174],[protein_id=CAE21349.1],[gene=None],"[protein=similar to N2,N2-dimethylguanosine tRNA methyltransferase]",[locus_tag=Syncc8109_2090],[protein_id=AHF64428.1],[gene=None],[protein=tRNA (guanine-N(2)-)-methyltransferase],[evalue=3.13443E-133]
[locus_tag=PMT_1175],[protein_id=CAE21350.1],[gene=None],[protein=predicted alpha/beta hydrolase superfamily protein],[locus_tag=Syncc8109_2091],[protein_id=AHF64429.1],[gene=None],[protein=alpha/beta hydrolase superfamily protein],[evalue=5.82708E-103],[locus_tag=Syncc8109_0121],[protein_id=AHF62541.1],[gene=None],[protein=hypothetical protein],[evalue=4.43085E-30],[locus_tag=Syncc8109_0164],[protein_id=AHF62582.1],[gene=None],[protein=hypothetical protein],[evalue=2.68161E-22]
[locus_tag=PMT_1176],[protein_id=CAE21351.1],[gene=ilvN],[protein=Acetolactate synthase small subunit],[locus_tag=Syncc8109_2092],[protein_id=AHF64430.1],[gene=ilvN],"[protein=acetolactate synthase, small subunit]",[evalue=1.67964E-106]
[locus_tag=PMT_1177],[protein_id=CAE21352.1],[gene=ppiB],[protein=Cyclophilin-type peptidyl-prolyl cis-trans isomerase],[locus_tag=Syncc8109_2093],[protein_id=AHF64431.1],[gene=None],"[protein=putative peptidyl-prolyl cis-trans isomerase, cyclophilin type]",[evalue=4.75706E-98],[locus_tag=Syncc8109_0032],[protein_id=AHF62458.1],[gene=None],[protein=putative cyclophilin-type peptidyl-prolyl cis-trans isomerase],[evalue=1.18205E-22]
[locus_tag=PMT_1178],[protein_id=CAE21353.1],[gene=None],[protein=photosystem I assembly related protein Ycf4],[locus_tag=Syncc8109_2094],[protein_id=AHF64432.1],[gene=Ycf4],[protein=photosystem I assembly protein (Ycf4 family)],[evalue=3.43857E-83]
[locus_tag=PMT_1179],[protein_id=CAE21354.1],[gene=psbD],[protein=Photosystem II PsbD protein (D2)],[locus_tag=Syncc8109_2482],[protein_id=AHF64790.1],[gene=psbD1],[protein=photosystem II D2 protein],[evalue=0.00000E+00],[locus_tag=Syncc8109_2095],[protein_id=AHF64433.1],[gene=psbD1],[protein=photosystem II D2 protein],[evalue=0.00000E+00],[locus_tag=Syncc8109_2480],[protein_id=AHF64788.1],[gene=PsbD/D2],[protein=Photosystem II reaction centre protein PsbD/D2],[evalue=3.89666E-97]
[locus_tag=PMT_1180],[protein_id=CAE21355.1],[gene=psbC],[protein=Photosystem II PsbC protein (CP43)],[locus_tag=Syncc8109_2096],[protein_id=AHF64434.1],[gene=psbC],[protein=photosystem II 44 kDa subunit reaction center protein],[evalue=0.00000E+00],[locus_tag=Syncc8109_1040],[protein_id=AHF63412.1],[gene=pcbD],[protein=chlorophyll a/b binding light harvesting protein PcbD],[evalue=2.46375E-50],[locus_tag=Syncc8109_0504],[protein_id=AHF62903.1],[gene=psbB],[protein=photosystem II chlorophyll-binding protein CP47],[evalue=1.43294E-12]
[locus_tag=PMT_1181],[protein_id=CAE21356.1],[gene=None],[protein=Maf-like protein],[locus_tag=Syncc8109_1938],[protein_id=AHF64282.1],[gene=maf],[protein=maf protein],[evalue=3.98300E-74]
[locus_tag=PMT_1182],[protein_id=CAE21357.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1939],[protein_id=AHF64283.1],[gene=None],[protein=hypothetical protein],[evalue=4.53118E-34]
[locus_tag=PMT_1183],[protein_id=CAE21358.1],[gene=cobB],[protein=Cobyric acid synthase CobB],[locus_tag=Syncc8109_1940],[protein_id=AHF64284.1],[gene=cobB],[protein=cobyric acid synthase CobQ],[evalue=0.00000E+00]
[locus_tag=PMT_1184],[protein_id=CAE21359.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1941],[protein_id=AHF64285.1],[gene=None],[protein=hypothetical protein],[evalue=6.97754E-31]
[locus_tag=PMT_1187],[protein_id=CAE21362.1],[gene=dnaA],[protein=chromosomal replication initiator protein DnaA],[locus_tag=Syncc8109_1712],[protein_id=AHF64068.1],[gene=dnaA],[protein=chromosomal replication initiator protein DnaA],[evalue=0.00000E+00]
[locus_tag=PMT_1188],[protein_id=CAE21363.1],[gene=None],"[protein=Serine proteases, trypsin family:PDZ domain]",[locus_tag=Syncc8109_1713],[protein_id=AHF64069.1],[gene=None],[protein=PDZ/DHR/GLGF protein],[evalue=1.04579E-174],[locus_tag=Syncc8109_2162],[protein_id=AHF64497.1],[gene=degP],[protein=PDZ/DHR/GLGF protein],[evalue=1.13289E-88],[locus_tag=Syncc8109_2404],[protein_id=AHF64721.1],[gene=None],[protein=PDZ/DHR/GLGF protein],[evalue=3.40012E-76]
[locus_tag=PMT_1189],[protein_id=CAE21364.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1714],[protein_id=AHF64070.1],[gene=None],[protein=hypothetical protein],[evalue=1.02297E-58]
[locus_tag=PMT_1190],[protein_id=CAE21365.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1715],[protein_id=AHF64071.1],[gene=None],[protein=hypothetical protein],[evalue=4.29559E-75]
[locus_tag=PMT_1191],[protein_id=CAE21366.1],[gene=None],[protein=possible acetyltransferase],[locus_tag=Syncc8109_1716],[protein_id=AHF64072.1],[gene=None],[protein=putative acetyltransferase],[evalue=9.45775E-88]
[locus_tag=PMT_1192],[protein_id=CAE21367.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[locus_tag=Syncc8109_1717],[protein_id=AHF64073.1],[gene=None],[protein=ATPase],[evalue=0.00000E+00],[locus_tag=Syncc8109_0860],[protein_id=AHF63238.1],[gene=mdlB],[protein=ATPase],[evalue=5.78087E-87],[locus_tag=Syncc8109_0984],[protein_id=AHF63358.1],[gene=mdlB],[protein=ATPase],[evalue=1.46422E-79]
[locus_tag=PMT_1193],[protein_id=CAE21368.1],[gene=None],[protein=possible ATP phosphoribosyltransferase],[locus_tag=Syncc8109_1718],[protein_id=AHF64074.1],[gene=None],[protein=ATP phosphoribosyltransferase],[evalue=2.19578E-127]
[locus_tag=PMT_1194],[protein_id=CAE21369.1],[gene=None],[protein=Putative hydroxyacylglutathione hydrolase],[locus_tag=Syncc8109_1719],[protein_id=AHF64075.1],[gene=None],[protein=Hydroxyacylglutathione hydrolase],[evalue=2.46944E-119]
[locus_tag=PMT_1195],[protein_id=CAE21370.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1720],[protein_id=AHF64076.1],[gene=None],[protein=YjgF-like protein],[evalue=1.43419E-68]
[locus_tag=PMT_1196],[protein_id=CAE21371.1],[gene=None],[protein=conserved hypothetical],[locus_tag=Syncc8109_1721],[protein_id=AHF64077.1],[gene=None],[protein=hypothetical protein],[evalue=1.13280E-43],[locus_tag=Syncc8109_1694],[protein_id=AHF64051.1],[gene=None],[protein=hypothetical protein],[evalue=2.51427E-19]
[locus_tag=PMT_1197],[protein_id=CAE21372.1],[gene=cbbX],[protein=probable RuBisCo-expression protein CbbX],[locus_tag=Syncc8109_1943],[protein_id=AHF64287.1],[gene=cbbX],[protein=ATPase],[evalue=7.57488E-176]
[locus_tag=PMT_1198],[protein_id=CAE21373.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1944],[protein_id=AHF64288.1],[gene=None],[protein=hypothetical protein],[evalue=9.65415E-41]
[locus_tag=PMT_1199],[protein_id=CAE21374.1],[gene=csoS1],[protein=carboxysome structural protein CsoS1],[locus_tag=Syncc8109_1948],[protein_id=AHF64292.1],[gene=ccmK2],[protein=putative carbon dioxide concentrating mechanism protein CcmK],[evalue=2.79769E-60],[locus_tag=Syncc8109_1956],[protein_id=AHF64300.1],[gene=ccmK],"[protein=carboxysome shell peptide, CsoS1]",[evalue=2.21059E-55]
[locus_tag=PMT_1200],[protein_id=CAE21375.1],[gene=None],[protein=putative carboxysome peptide B],[locus_tag=Syncc8109_1949],[protein_id=AHF64293.1],[gene=None],[protein=putative carboxysome peptide B],[evalue=1.60735E-47],[locus_tag=Syncc8109_1950],[protein_id=AHF64294.1],[gene=None],[protein=putative carboxysome peptide A],[evalue=8.21783E-20]
[locus_tag=PMT_1201],[protein_id=CAE21376.1],[gene=None],[protein=putative carboxysome peptide A],[locus_tag=Syncc8109_1950],[protein_id=AHF64294.1],[gene=None],[protein=putative carboxysome peptide A],[evalue=5.05673E-49],[locus_tag=Syncc8109_1949],[protein_id=AHF64293.1],[gene=None],[protein=putative carboxysome peptide B],[evalue=4.47041E-18]
[locus_tag=PMT_1202],[protein_id=CAE21377.1],[gene=csoS3],[protein=carboxysome shell protein CsoS3],[locus_tag=Syncc8109_1951],[protein_id=AHF64295.1],[gene=csoS3],[protein=putative carboxysome shell polypeptide CsoS3],[evalue=0.00000E+00]
[locus_tag=PMT_1203],[protein_id=CAE21378.1],[gene=csoS2],[protein=carboxysome shell protein CsoS2],[locus_tag=Syncc8109_1952],[protein_id=AHF64296.1],[gene=csoS2],[protein=putative carboxysome structural peptide CsoS2],[evalue=0.00000E+00]
[locus_tag=PMT_1204],[protein_id=CAE21379.1],"[gene=rbcS, cbbS]","[protein=Ribulose bisphosphate carboxylase, small chain]",[locus_tag=Syncc8109_1954],[protein_id=AHF64298.1],[gene=rbcS],[protein=Ribulose-bisphosphate carboxylase],[evalue=5.36226E-80]
[locus_tag=PMT_1205],[protein_id=CAE21380.1],"[gene=rbcL, cbbL]","[protein=Ribulose bisphosphate carboxylase, large chain]",[locus_tag=Syncc8109_1955],[protein_id=AHF64299.1],[gene=rbcL],"[protein=Ribulose bisphosphate carboxylase, large chain]",[evalue=0.00000E+00]
[locus_tag=PMT_1206],[protein_id=CAE21381.1],[gene=csoS1],[protein=carboxysome shell protein CsoS1],[locus_tag=Syncc8109_1956],[protein_id=AHF64300.1],[gene=ccmK],"[protein=carboxysome shell peptide, CsoS1]",[evalue=7.58355E-70],[locus_tag=Syncc8109_1948],[protein_id=AHF64292.1],[gene=ccmK2],[protein=putative carbon dioxide concentrating mechanism protein CcmK],[evalue=2.46741E-52]
[locus_tag=PMT_1207],[protein_id=CAE21382.1],[gene=None],[protein=HAM1 family protein],[locus_tag=Syncc8109_1957],[protein_id=AHF64301.1],[gene=ham1],[protein=Ham1 protein-like protein],[evalue=1.94763E-92],[locus_tag=Syncc8109_0222],[protein_id=AHF62635.1],[gene=None],[protein=Ham1-like protein],[evalue=1.63831E-46]
[locus_tag=PMT_1208],[protein_id=CAE21383.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1958],[protein_id=AHF64302.1],[gene=None],[protein=hypothetical protein],[evalue=2.42324E-165]
[locus_tag=PMT_1209],[protein_id=CAE21384.1],[gene=None],[protein=conserved hypothetical],[locus_tag=Syncc8109_1959],[protein_id=AHF64303.1],[gene=None],[protein=hypothetical protein],[evalue=2.33656E-39]
[locus_tag=PMT_1211],[protein_id=CAE21386.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0579],[protein_id=AHF62966.1],[gene=None],[protein=hypothetical protein],[evalue=2.40105E-25]
[locus_tag=PMT_1214],[protein_id=CAE21389.1],[gene=None],[protein=putative sulfate transporter],[locus_tag=Syncc8109_0556],[protein_id=AHF62943.1],[gene=None],[protein=putative sulfate transporter],[evalue=0.00000E+00],[locus_tag=Syncc8109_1704],[protein_id=AHF64060.1],[gene=None],[protein=putative sulfate transporter],[evalue=9.51360E-146],[locus_tag=Syncc8109_0875],[protein_id=AHF63252.1],[gene=None],[protein=putative sulfate transporter],[evalue=4.13326E-39]
[locus_tag=PMT_1215],[protein_id=CAE21390.1],[gene=chlN],[protein=putative protochlorophillide reductase subunit],[locus_tag=Syncc8109_1961],[protein_id=AHF64305.1],[gene=chlN],"[protein=light-independent protochlorophyllide reductase, N subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_1216],[protein_id=CAE21391.1],[gene=chlB],"[protein=Oxidoreductase, nitrogenase component 1]",[locus_tag=Syncc8109_1962],[protein_id=AHF64306.1],[gene=chlB],"[protein=light-independent protochlorophyllide reductase, B subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_1217],[protein_id=CAE21392.1],"[gene=chlL,frxC]",[protein=Protochlorophyllide reductase iron-sulfur ATP-binding protein],[locus_tag=Syncc8109_1963],[protein_id=AHF64307.1],[gene=chlL],"[protein=light-independent protochlorophyllide reductase, iron-sulfur ATP-binding protein]",[evalue=0.00000E+00]
[locus_tag=PMT_1218],[protein_id=CAE21393.1],[gene=pcr],[protein=Short-chain dehydrogenase/reductase (SDR) superfamily],[locus_tag=Syncc8109_1964],[protein_id=AHF64308.1],[gene=pcr],[protein=light-dependent protochlorophyllide reductase],[evalue=2.26803E-159],[locus_tag=Syncc8109_1423],[protein_id=AHF63785.1],[gene=pcr],[protein=Protochlorophyllide reductase],[evalue=7.92787E-32],[locus_tag=Syncc8109_2639],[protein_id=AHF64946.1],[gene=None],[protein=short-chain dehydrogenase/reductase (SDR) superfamily],[evalue=1.33129E-12]
[locus_tag=PMT_1219],[protein_id=CAE21394.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1965],[protein_id=AHF64309.1],[gene=None],[protein=hypothetical protein],[evalue=2.76173E-39]
[locus_tag=PMT_1221],[protein_id=CAE21396.1],[gene=None],[protein=Domain of unknown function DUF81],[locus_tag=Syncc8109_1968],[protein_id=AHF64312.1],[gene=None],[protein=hypothetical protein],[evalue=1.35249E-53]
[locus_tag=PMT_1224],[protein_id=CAE21399.1],[gene=None],[protein=Biotin/lipoate A/B protein ligase family],[locus_tag=Syncc8109_1969],[protein_id=AHF64313.1],[gene=None],[protein=biotin/lipoate A/B protein ligase family],[evalue=9.65510E-84]
[locus_tag=PMT_1225],[protein_id=CAE21400.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1970],[protein_id=AHF64314.1],[gene=None],[protein=hypothetical protein],[evalue=3.33108E-168]
[locus_tag=PMT_1226],[protein_id=CAE21401.1],[gene=trpF],[protein=phosphoribosylanthranilate isomerase],[locus_tag=Syncc8109_1971],[protein_id=AHF64315.1],[gene=trpF],[protein=Phosphoribosylanthranilate isomerase],[evalue=5.44890E-92]
[locus_tag=PMT_1227],[protein_id=CAE21402.1],[gene=folE],[protein=putative GTP cyclohydrolase I],[locus_tag=Syncc8109_1972],[protein_id=AHF64316.1],[gene=folE],[protein=GTP cyclohydrolase I],[evalue=6.28153E-144]
[locus_tag=PMT_1228],[protein_id=CAE21403.1],[gene=None],[protein=putative short-chain dehydrogenase],[locus_tag=Syncc8109_1973],[protein_id=AHF64317.1],[gene=None],[protein=putative short-chain dehydrogenase],[evalue=4.39876E-106],[locus_tag=Syncc8109_0675],[protein_id=AHF63060.1],[gene=fabG],[protein=3-oxoacyl-(acyl-carrier-protein) reductase],[evalue=2.81928E-12]
[locus_tag=PMT_1229],[protein_id=CAE21404.1],[gene=accA],"[protein=acetyl-CoA carboxylase, alpha subunit]",[locus_tag=Syncc8109_1974],[protein_id=AHF64318.1],[gene=accA],"[protein=acetyl-CoA carboxylase, carboxyl transferase, alpha subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_1230],[protein_id=CAE21405.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1975],[protein_id=AHF64319.1],[gene=None],[protein=hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT_1231],[protein_id=CAE21406.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1976],[protein_id=AHF64320.1],[gene=None],[protein=hypothetical protein],[evalue=6.36794E-129]
[locus_tag=PMT_1232],[protein_id=CAE21407.1],[gene=None],[protein=Creatininase],[locus_tag=Syncc8109_1977],[protein_id=AHF64321.1],[gene=None],[protein=creatininase],[evalue=3.74439E-120],[locus_tag=Syncc8109_0289],[protein_id=AHF62699.1],[gene=None],[protein=hypothetical protein],[evalue=1.44361E-14]
[locus_tag=PMT_1233],[protein_id=CAE21408.1],"[gene=rps1b, rpsA2, nbp1]","[protein=30S ribosomal protein S1 homolog B, putative Nbp1]",[locus_tag=Syncc8109_1978],[protein_id=AHF64322.1],[gene=rps1b],[protein=RNA binding S1],[evalue=0.00000E+00],[locus_tag=Syncc8109_0501],[protein_id=AHF62900.1],[gene=rps1a],[protein=RNA binding S1],[evalue=7.75204E-64]
[locus_tag=PMT_1234],[protein_id=CAE21409.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1979],[protein_id=AHF64323.1],[gene=None],[protein=hypothetical protein],[evalue=1.17939E-119]
[locus_tag=PMT_1235],[protein_id=CAE21410.1],[gene=None],[protein=DUF152],[locus_tag=Syncc8109_1980],[protein_id=AHF64324.1],[gene=None],[protein=hypothetical protein],[evalue=1.27192E-123]
[locus_tag=PMT_1236],[protein_id=CAE21411.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1981],[protein_id=AHF64325.1],[gene=None],[protein=hypothetical protein],[evalue=0.00000E+00]
