[locus_tag=PMT_0001],[protein_id=CAE20176.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[evalue=1.18003E-157]
[locus_tag=PMT_1367],[protein_id=CAE21542.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1182],[protein_id=CAE19641.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.87581E-37]
[locus_tag=PMT_1368],[protein_id=CAE21543.1],[gene=None],[protein=50S ribosomal protein L34],[locus_tag=PMM1183],[protein_id=CAE19642.1],[gene=None],[protein=50S ribosomal protein L34],[evalue=2.53317E-22]
[locus_tag=PMT_1369],[protein_id=CAE21544.1],[gene=rnpA],[protein=bacterial ribonuclease P protein component of ribozyme],[locus_tag=PMM1184],[protein_id=CAE19643.1],[gene=rnpA],[protein=Bacterial ribonuclease P protein component],[evalue=5.19101E-28]
[locus_tag=PMT_1370],[protein_id=CAE21545.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1185],[protein_id=CAE19644.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.96782E-62]
[locus_tag=PMT_1371],[protein_id=CAE21546.1],[gene=None],[protein=None],[locus_tag=PMM1186],[protein_id=CAE19645.1],[gene=None],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMT_1373],[protein_id=CAE21548.1],[gene=None],[protein=AAA ATPase superfamily],[locus_tag=PMM1187],[protein_id=CAE19646.1],[gene=None],[protein=conserved hypothetical],[evalue=0.00000E+00],[locus_tag=PMM0743],[protein_id=CAE19202.1],[gene=ftsH1],[protein=FtsH ATP-dependent protease homolog],[evalue=5.79544E-29],[locus_tag=PMM1264],[protein_id=CAE19723.1],[gene=ftsH3],[protein=cell division protein FtsH3],[evalue=1.17417E-28]
[locus_tag=PMT_1374],[protein_id=CAE21549.1],[gene=serRS],[protein=putative seryl-tRNA synthetase],[locus_tag=PMM1188],[protein_id=CAE19647.1],[gene=serS],[protein=Seryl-tRNA synthetase],[evalue=0.00000E+00]
[locus_tag=PMT_1375],[protein_id=CAE21550.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1189],[protein_id=CAE19648.1],[gene=None],[protein=conserved hypothetical protein],[evalue=8.08893E-148]
[locus_tag=PMT_1376],[protein_id=CAE21551.1],[gene=None],[protein=30S Ribosomal protein S14],[locus_tag=PMM1190],[protein_id=CAE19649.1],[gene=None],[protein=30S Ribosomal protein S14],[evalue=1.08488E-62]
[locus_tag=PMT_1377],[protein_id=CAE21552.1],[gene=pnp],[protein=polyribonucleotide nucleotidyltransferase],[locus_tag=PMM1191],[protein_id=CAE19650.1],[gene=pnp],[protein=polyribonucleotide nucleotidyltransferase],[evalue=0.00000E+00]
[locus_tag=PMT_1378],[protein_id=CAE21553.1],[gene=None],[protein=CysQ protein homolog],[locus_tag=PMM1192],[protein_id=CAE19651.1],[gene=None],[protein=CysQ protein homolog],[evalue=2.06977E-80],[locus_tag=PMM0899],[protein_id=CAE19358.1],[gene=None],[protein=None],[evalue=7.42771E-12]
[locus_tag=PMT_1379],[protein_id=CAE21554.1],[gene=None],[protein=putative tetrapyrrole methylase family protein],[locus_tag=PMM1193],[protein_id=CAE19652.1],[gene=None],[protein=putative tetrapyrrole methylase family protein],[evalue=4.69358E-95]
[locus_tag=PMT_1381],[protein_id=CAE21556.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1195],[protein_id=CAE19654.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.38488E-21]
[locus_tag=PMT_1386],[protein_id=CAE21561.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1001],[protein_id=CAE19460.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.78521E-78]
[locus_tag=PMT_2690],[protein_id=CAX32212.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMM1125],[protein_id=CAE19584.1],[gene=None],"[protein=possible Bacterial regulatory proteins, deoR f]",[evalue=8.64376E-20],[locus_tag=PMM0820],[protein_id=CAE19279.1],[gene=None],[protein=None],[evalue=1.30463E-17]
[locus_tag=PMT_1392],[protein_id=CAE21567.1],[gene=None],[protein=conserved hypotheical protein],[locus_tag=PMM1132],[protein_id=CAE19591.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT_1394],[protein_id=CAE21569.1],[gene=None],[protein=Glutamyl/Glutaminyl-tRNA synthetase],[locus_tag=PMM0473],[protein_id=CAE18932.1],[gene=gltX],[protein=Glutamyl-tRNA synthetase],[evalue=2.66070E-36]
[locus_tag=PMT_1395],[protein_id=CAE21570.1],[gene=None],[protein=Bacterial DNA-binding protein],[locus_tag=PMM1321],[protein_id=CAE19780.1],[gene=None],[protein=Bacterial histone-like DNA-binding protein],[evalue=3.05985E-59]
[locus_tag=PMT_1397],[protein_id=CAE21572.1],[gene=glgX],[protein=Putative isoamylase],[locus_tag=PMM1322],[protein_id=CAE19781.1],[gene=glgX],[protein=Putative isoamylase],[evalue=0.00000E+00],[locus_tag=PMM0584],[protein_id=CAE19043.1],[gene=glgB],"[protein=1,4-alpha-glucan branching enzyme]",[evalue=2.11022E-13]
[locus_tag=PMT_1398],[protein_id=CAE21573.1],[gene=None],[protein=putative GPH family sugar transporter],[locus_tag=PMM1323],[protein_id=CAE19782.1],[gene=None],[protein=putative GPH family sugar transporter],[evalue=0.00000E+00]
[locus_tag=PMT_1399],[protein_id=CAE21574.1],[gene=None],"[protein=possible transporter, membrane component]",[locus_tag=PMM1324],[protein_id=CAE19783.1],[gene=None],"[protein=possible transporter, membrane component]",[evalue=2.07041E-130]
[locus_tag=PMT_1400],[protein_id=CAE21575.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1326],[protein_id=CAE19785.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.63056E-127]
[locus_tag=PMT_1401],[protein_id=CAE21576.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1327],[protein_id=CAE19786.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.48803E-68]
[locus_tag=PMT_1402],[protein_id=CAE21577.1],[gene=pyrF],[protein=None],[locus_tag=PMM1328],[protein_id=CAE19787.1],[gene=pyrF],[protein=None],[evalue=2.36097E-70]
[locus_tag=PMT_1403],[protein_id=CAE21578.1],[gene=tyrS],[protein=None],[locus_tag=PMM1329],[protein_id=CAE19788.1],[gene=tyrS],[protein=Tyrosyl-tRNA synthetase],[evalue=5.22889E-174]
[locus_tag=PMT_1404],[protein_id=CAE21579.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1330],[protein_id=CAE19789.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.80768E-59]
[locus_tag=PMT_1406],[protein_id=CAE21581.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1331],[protein_id=CAE19790.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.20659E-53]
[locus_tag=PMT_1407],[protein_id=CAE21582.1],[gene=None],[protein=Cytosol aminopeptidase],[locus_tag=PMM1332],[protein_id=CAE19791.1],[gene=None],[protein=Cytosol aminopeptidase],[evalue=0.00000E+00]
[locus_tag=PMT_1408],[protein_id=CAE21583.1],[gene=None],[protein=Peptide methionine sulfoxide reductase],[locus_tag=PMM1333],[protein_id=CAE19792.1],[gene=None],[protein=Peptide methionine sulfoxide reductase],[evalue=2.17437E-74],[locus_tag=PMM0955],[protein_id=CAE19414.1],[gene=msrA],[protein=Peptide methionine sulfoxide reductase],[evalue=1.85738E-28]
[locus_tag=PMT_1409],[protein_id=CAE21584.1],[gene=lpxB],[protein=Lipid-A-disaccharide synthetase],[locus_tag=PMM1334],[protein_id=CAE19793.1],[gene=lpxB],[protein=Lipid-A-disaccharide synthetase],[evalue=1.02458E-142]
[locus_tag=PMT_1410],[protein_id=CAE21585.1],[gene=lpxA],[protein=UDP-N-acetylglucosamine acyltransferase],[locus_tag=PMM1335],[protein_id=CAE19794.1],[gene=lpxA],[protein=UDP-N-acetylglucosamine acyltransferase],[evalue=4.86083E-128]
[locus_tag=PMT_1411],[protein_id=CAE21586.1],[gene=None],[protein=None],[locus_tag=PMM1336],[protein_id=CAE19795.1],[gene=None],[protein=None],[evalue=1.40579E-87]
[locus_tag=PMT_1412],[protein_id=CAE21587.1],[gene=lpxC],[protein=UDP-3-0-acyl N-acetylglucosamine deacetylase],[locus_tag=PMM1337],[protein_id=CAE19796.1],[gene=lpxC],[protein=UDP-3-0-acyl N-acetylglucosamine deacetylase],[evalue=1.33379E-108]
[locus_tag=PMT_1413],[protein_id=CAE21588.1],[gene=None],[protein=chloroplast outer envelope membrane protein homolog],[locus_tag=PMM1338],[protein_id=CAE19797.1],[gene=None],[protein=chloroplast outer envelope membrane protein homolog],[evalue=0.00000E+00]
[locus_tag=PMT_1414],[protein_id=CAE21589.1],[gene=purC],[protein=SAICAR synthetase],[locus_tag=PMM1339],[protein_id=CAE19798.1],[gene=purC],[protein=SAICAR synthetase],[evalue=4.03461E-92]
[locus_tag=PMT_1416],[protein_id=CAE21591.1],[gene=purD],[protein=phosphoribosylglycinamide synthetase],[locus_tag=PMM1340],[protein_id=CAE19799.1],[gene=purD],[protein=phosphoribosylglycinamide synthetase],[evalue=4.63414E-159]
[locus_tag=PMT_1417],[protein_id=CAE21592.1],[gene=nblS],[protein=two-component sensor histidine kinase],[locus_tag=PMM1341],[protein_id=CAE19800.1],[gene=nblS],[protein=two-component sensor histidine kinase],[evalue=0.00000E+00],[locus_tag=PMM1077],[protein_id=CAE19536.1],[gene=None],[protein=two-component sensor histidine kinase],[evalue=4.45339E-18],[locus_tag=PMM0706],[protein_id=CAE19165.1],[gene=phoR],"[protein=two-component sensor histidine kinase, phosphate sensing]",[evalue=5.05614E-14]
[locus_tag=PMT_1418],[protein_id=CAE21593.1],[gene=kaiC],[protein=possible circadian clock protein KaiC],[locus_tag=PMM1342],[protein_id=CAE19801.1],[gene=kaiC],[protein=possible circadian clock protein KaiC],[evalue=0.00000E+00]
[locus_tag=PMT_1419],[protein_id=CAE21594.1],[gene=kaiB],[protein=possible circadian oscillation regulator KaiB],[locus_tag=PMM1343],[protein_id=CAE19802.1],[gene=kaiB],[protein=possible circadian oscillation regulator KaiB],[evalue=3.17432E-60]
[locus_tag=PMT_1420],[protein_id=CAE21595.1],[gene=None],[protein=50S ribosomal protein L21],[locus_tag=PMM1344],[protein_id=CAE19803.1],[gene=None],[protein=50S ribosomal protein L21],[evalue=9.63607E-49]
[locus_tag=PMT_1421],[protein_id=CAE21596.1],[gene=None],[protein=50S ribosomal protein L27],[locus_tag=PMM1345],[protein_id=CAE19804.1],[gene=None],[protein=50S ribosomal protein L27],[evalue=1.75867E-49]
[locus_tag=PMT_1422],[protein_id=CAE21597.1],[gene=truB],[protein=Putative tRNA pseudouridine synthase],[locus_tag=PMM1347],[protein_id=CAE19806.1],[gene=truB],[protein=Putative tRNA pseudouridine 55 synthase],[evalue=7.73505E-88]
[locus_tag=PMT_1425],[protein_id=CAE21600.1],[gene=spoIID],[protein=possible sporulation protein SpoIID],[locus_tag=PMM1348],[protein_id=CAE19807.1],[gene=spoIID],[protein=possible sporulation protein SpoIID],[evalue=2.21209E-89],[locus_tag=PMM1660],[protein_id=CAE20119.1],[gene=None],[protein=possible amidase enhancer],[evalue=9.42860E-16]
[locus_tag=PMT_1426],[protein_id=CAE21601.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1349],[protein_id=CAE19808.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.71152E-141]
[locus_tag=PMT_1428],[protein_id=CAE21603.1],[gene=None],[protein=None],[locus_tag=PMM1351],[protein_id=CAE19810.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.97322E-56]
[locus_tag=PMT_1429],[protein_id=CAE21604.1],[gene=petF],[protein=None],[locus_tag=PMM1352],[protein_id=CAE19811.1],[gene=petF],[protein=ferredoxin],[evalue=9.78820E-66],[locus_tag=PMM1449],[protein_id=CAE19908.1],[gene=petF],[protein=ferredoxin],[evalue=3.41755E-21],[locus_tag=PMM0898],[protein_id=CAE19357.1],[gene=petF],"[protein=ferredoxin, petF-like protein]",[evalue=6.32089E-18]
[locus_tag=PMT_1430],[protein_id=CAE21605.1],[gene=prmA],[protein=putative methyltransferase for Ribosomal protein L11],[locus_tag=PMM1353],[protein_id=CAE19812.1],[gene=prmA],[protein=putative methyltransferase for Ribosomal protein L11],[evalue=4.09766E-72]
[locus_tag=PMT_1431],[protein_id=CAE21606.1],[gene=serA],[protein=None],[locus_tag=PMM1354],[protein_id=CAE19813.1],[gene=serA],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMT_1432],[protein_id=CAE21607.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1355],[protein_id=CAE19814.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.01405E-25]
[locus_tag=PMT_1433],[protein_id=CAE21608.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1356],[protein_id=CAE19815.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.58859E-64]
[locus_tag=PMT_1434],[protein_id=CAE21609.1],[gene=murD],[protein=UDP-N-acetylmuramoylalanine--D-glutamate ligase],[locus_tag=PMM1364],[protein_id=CAE19823.1],[gene=murD],[protein=UDP-N-acetylmuramoylalanine--D-glutamate ligase],[evalue=1.18713E-133],[locus_tag=PMM0413],[protein_id=CAE18872.1],[gene=murE],[protein=UDP-N-acetylmuramyl-tripeptide synthetase],[evalue=6.74480E-16]
[locus_tag=PMT_1435],[protein_id=CAE21610.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0340],[protein_id=CAE18799.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.05906E-48]
[locus_tag=PMT_1436],[protein_id=CAE21611.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0346],[protein_id=CAE18805.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.78811E-40]
[locus_tag=PMT_1437],[protein_id=CAE21612.1],[gene=None],"[protein=AEC transporter family, substrate unknown]",[locus_tag=PMM1175],[protein_id=CAE19634.1],[gene=None],"[protein=possible AEC transporter family, substrate unknown]",[evalue=9.66389E-44]
[locus_tag=PMT_1438],[protein_id=CAE21613.1],[gene=None],[protein=possible Mannitol dehydrogenase],[locus_tag=PMM1389],[protein_id=CAE19848.1],[gene=None],[protein=possible Trypsin],[evalue=2.55147E-105]
[locus_tag=PMT_1439],[protein_id=CAE21614.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1428],[protein_id=CAE19887.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.48109E-73]
[locus_tag=PMT_1440],[protein_id=CAE21615.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1429],[protein_id=CAE19888.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.26793E-22],[locus_tag=PMM0647],[protein_id=CAE19106.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.32915E-16]
[locus_tag=PMT_1441],[protein_id=CAE21616.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1430],[protein_id=CAE19889.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.31023E-27]
[locus_tag=PMT_1442],[protein_id=CAE21617.1],[gene=rpoZ],[protein=None],[locus_tag=PMM1431],[protein_id=CAE19890.1],[gene=rpoZ],[protein=None],[evalue=2.07709E-43]
[locus_tag=PMT_1444],[protein_id=CAE21619.1],[gene=None],[protein=None],[locus_tag=PMM1432],[protein_id=CAE19891.1],[gene=None],[protein=None],[evalue=2.23230E-142],[locus_tag=PMM1704],[protein_id=CAE20163.1],[gene=dnaK2],"[protein=Molecular chaperone DnaK2, heat shock protein hsp70-2]",[evalue=1.76049E-16]
[locus_tag=PMT_1445],[protein_id=CAE21620.1],[gene=None],[protein=Phosphoribosyl transferase],[locus_tag=PMM1433],[protein_id=CAE19892.1],[gene=None],[protein=Phosphoribosyl transferase],[evalue=1.39260E-77]
[locus_tag=PMT_1446],[protein_id=CAE21621.1],[gene=pgmI],[protein=None],[locus_tag=PMM1434],[protein_id=CAE19893.1],[gene=pgmI],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMT_1447],[protein_id=CAE21622.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1435],[protein_id=CAE19894.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.62389E-28]
[locus_tag=PMT_1449],[protein_id=CAE21624.1],[gene=groEL],[protein=None],[locus_tag=PMM1436],[protein_id=CAE19895.1],[gene=groEL],[protein=None],[evalue=0.00000E+00],[locus_tag=PMM0452],[protein_id=CAE18911.1],[gene=None],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMT_1450],[protein_id=CAE21625.1],[gene=groES],[protein=None],[locus_tag=PMM1437],[protein_id=CAE19896.1],[gene=groES],[protein=None],[evalue=8.79004E-63]
[locus_tag=PMT_1451],[protein_id=CAE21626.1],[gene=atpB],"[protein=ATP synthase beta subunit, central region]",[locus_tag=PMM1438],[protein_id=CAE19897.1],[gene=atpB],[protein=None],[evalue=0.00000E+00],[locus_tag=PMM1451],[protein_id=CAE19910.1],[gene=atpA],[protein=None],[evalue=1.08637E-21]
[locus_tag=PMT_1452],[protein_id=CAE21627.1],[gene=atpE],"[protein=ATP synthase, Epsilon subunit]",[locus_tag=PMM1439],[protein_id=CAE19898.1],[gene=None],"[protein=ATP synthase, Epsilon subunit]",[evalue=1.25770E-57]
[locus_tag=PMT_1454],[protein_id=CAE21629.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1440],[protein_id=CAE19899.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.65501E-78]
[locus_tag=PMT_1455],[protein_id=CAE21630.1],[gene=hisB],[protein=putative imidazoleglycerol-phosphate dehydratase],[locus_tag=PMM1526],[protein_id=CAE19985.1],[gene=hisB],[protein=putative imidazoleglycerol-phosphate dehydratase],[evalue=1.63371E-104]
[locus_tag=PMT_1456],[protein_id=CAE21631.1],[gene=pepP],[protein=putative aminopeptidase P],[locus_tag=PMM1442],[protein_id=CAE19901.1],[gene=pepP],[protein=putative aminopeptidase P],[evalue=0.00000E+00],[locus_tag=PMM0477],[protein_id=CAE18936.1],[gene=map],[protein=putative methionine aminopeptidase],[evalue=2.34075E-15]
[locus_tag=PMT_1458],[protein_id=CAE21633.1],[gene=None],[protein=Domain of unknown function DUF21],[locus_tag=PMM1443],[protein_id=CAE19902.1],[gene=None],[protein=Domain of unknown function DUF21],[evalue=1.74199E-126]
[locus_tag=PMT_1459],[protein_id=CAE21634.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1444],[protein_id=CAE19903.1],[gene=None],[protein=conserved hypothetical protein],[evalue=9.32449E-94],[locus_tag=PMM0916],[protein_id=CAE19375.1],[gene=None],[protein=conserved hypothetical protein],[evalue=9.74788E-27]
[locus_tag=PMT_1460],[protein_id=CAE21635.1],[gene=None],[protein=Putative nicotinate-nucleotide adenylyltransferase],[locus_tag=PMM1445],[protein_id=CAE19904.1],[gene=None],[protein=Putative nicotinate-nucleotide adenylyltransferase],[evalue=2.93889E-48]
[locus_tag=PMT_1461],[protein_id=CAE21636.1],[gene=None],[protein=None],[locus_tag=PMM1446],[protein_id=CAE19905.1],[gene=None],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMT_1462],[protein_id=CAE21637.1],[gene=ald],[protein=Alanine dehydrogenase],[locus_tag=PMM1147],[protein_id=CAE19606.1],[gene=None],[protein=None],[evalue=2.33611E-25]
[locus_tag=PMT_1463],[protein_id=CAE21638.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1447],[protein_id=CAE19906.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.73512E-127]
[locus_tag=PMT_1466],[protein_id=CAE21641.1],[gene=atpC],[protein=ATP synthase gamma subunit],[locus_tag=PMM1450],[protein_id=CAE19909.1],[gene=atpC],[protein=ATP synthase gamma subunit],[evalue=2.97863E-167]
[locus_tag=PMT_1467],[protein_id=CAE21642.1],[gene=atpA],"[protein=ATP synthase alpha subunit, central region]",[locus_tag=PMM1451],[protein_id=CAE19910.1],[gene=atpA],[protein=None],[evalue=0.00000E+00],[locus_tag=PMM1438],[protein_id=CAE19897.1],[gene=atpB],[protein=None],[evalue=1.07598E-16]
[locus_tag=PMT_1468],[protein_id=CAE21643.1],[gene=None],[protein=None],[locus_tag=PMM1452],[protein_id=CAE19911.1],[gene=None],[protein=None],[evalue=1.01608E-72]
[locus_tag=PMT_1469],[protein_id=CAE21644.1],[gene=atpF],[protein=None],[locus_tag=PMM1453],[protein_id=CAE19912.1],[gene=atpF],[protein=None],[evalue=8.89418E-63]
[locus_tag=PMT_1470],[protein_id=CAE21645.1],[gene=atpG],[protein=None],[locus_tag=PMM1454],[protein_id=CAE19913.1],[gene=atpG],[protein=None],[evalue=1.35414E-55]
[locus_tag=PMT_1471],[protein_id=CAE21646.1],[gene=None],[protein=ATP synthase C chain],[locus_tag=PMM1455],[protein_id=CAE19914.1],[gene=None],[protein=None],[evalue=1.83695E-48]
[locus_tag=PMT_1472],[protein_id=CAE21647.1],[gene=atpI],[protein=ATP synthase A subunit],[locus_tag=PMM1456],[protein_id=CAE19915.1],[gene=atpI],[protein=ATP synthase A subunit],[evalue=2.61311E-144]
